username,Display Name,Profile pic,topmate_link,category,title,earnings,bookings,source,classification_method,earnings_rank ,category_link
uxwithsaumya,Saumya Agarwal,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_05a007a5-64b3-46e0-b407-c78e0301e1ae.jpeg,https://topmate.io/uxwithsaumya,Design,"Senior Product Designer at Emirates NBD Ex | Meesho, Oracle, Design Mentor",17800,10,categorizedusers,original,22,https://awards.topmate.io/design
tina_gada,Tina Gada,https://static.topmate.io/5G2EFNraqdTAAQYEqiD8eK.JPG,https://topmate.io/tina_gada,Design,Sr. User Experience Designer; Judge + Speaker; Design Coach & Mentor with 250+ Mentees; I help make your Transition to UX Easy | Expert in the Fintech Industry,17393,4,categorizedusers,original,23,https://awards.topmate.io/design
nakul_kasture,Nakul Kasture,https://static.topmate.io/5VPxepgcu6ydnkyHa5UroZ.jpeg,https://topmate.io/nakul_kasture,Design,Award-winning Product Designer @Atlassian,0,,,,24,https://awards.topmate.io/design
nayanika_dey,Nayanika Dey,https://static.topmate.io/k48wVdvKVyRTBpdy9PZRMB.jpeg,https://topmate.io/nayanika_dey,Design,Architect turned product designer üé®,0,,,,25,https://awards.topmate.io/design
chanchal_singh,Chanchal Singh,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_9524e08e-7eba-41d8-9932-75b43e2696b7.jpeg,https://topmate.io/chanchal_singh,Academic Guidance,Product Manager||Key Account Manager (MT) Dabur || ABG Textiles || IIM AHMEDABAD'20 || B.H.U'18,74521,74,categorizedusers,original,1,https://awards.topmate.io/academic-guidance
hexagon_digital_services,Hexagon digital Services,https://static.topmate.io/jpJ7vqKrQomcCL9CH8Juqf.png,https://topmate.io/hexagon_digital_services,Academic Guidance,"Hexagon Digital Services offers web & app development tutorials on YouTube. Learn coding, build real-world projects, and master the latest tech with us!",65018,594,categorizedusers,original,2,https://awards.topmate.io/academic-guidance
saurabhgandhi,Saurabh Gandhi,https://topmate-staging.s3.amazonaws.com/sNhnZ6SMzPGbDfesxuh9bR.png,https://topmate.io/saurabhgandhi,Academic Guidance,,62310,14,top400earners,llm_haiku,3,https://awards.topmate.io/academic-guidance
amazortalks,Amazor,https://static.topmate.io/jfpGXU7vt2AE7WUMDhEdmt.jpeg,https://topmate.io/amazortalks,Academic Guidance,,61557,95,top400earners,llm_haiku,4,https://awards.topmate.io/academic-guidance
prayrak,Prayrak Mehra,https://static.topmate.io/8vnSheVSiLJ8xm561oWpiV.png,https://topmate.io/prayrak,Academic Guidance,Decoding Programmatic | Consultant & Mentor | AI & Digital | Associate Director - Programmatic at WPP Media | Guest lecturer @ IIM- Kozhikode,60263,41,categorizedusers,original,5,https://awards.topmate.io/academic-guidance
makingnzhome,agha shoeb,"https://topmate.io/cdn-cgi/image/width=640,quality=90/https://static.topmate.io/hx96Mufeu9YdiLZqySeJeU.png",https://topmate.io/makingnzhome,Academic Guidance,,58764,26,top400earners,llm_haiku,6,https://awards.topmate.io/academic-guidance
storytellershouvik,Shouvik Bhattacharya,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_fc02adb9-cc9d-4bdc-a54e-22e2d0e213f6.jpeg,https://topmate.io/storytellershouvik,Academic Guidance,"Author, PayPal Product Manager,  MBA SP Jain 2016",50843,49,categorizedusers,original,7,https://awards.topmate.io/academic-guidance
ektasoni,ekta soni,https://static.topmate.io/eRkkxSPNJVTupLN5z6ekLi.jpeg,https://topmate.io/ektasoni,Academic Guidance,Top Biology Educator | 182K+ YT Strong | Student Mentor and Life Coach | Topmate 0.1% Expert | Mentored lakhs of students | Top Rank Producer,50817,363,categorizedusers,original,8,https://awards.topmate.io/academic-guidance
mohit_tulsyan,Mohit Tulsyan,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_dd0b77f7-cb95-498e-b422-86d0f7de02a8.jpeg,https://topmate.io/mohit_tulsyan,Academic Guidance,ISB Co 2024 (Torchbearer) | IIT Kharagpur 2019 (Order of Merit) | GRE: 336/340 | Strategy Consultant,48195,44,categorizedusers,original,9,https://awards.topmate.io/academic-guidance
yashika_gulati,Yashika  Gulati,https://topmate-staging.s3.amazonaws.com/bDUB7SxFQPekfKFhe914gG.png,https://topmate.io/yashika_gulati,Academic Guidance,Tax Consultant | Financial Advisor | Accounting | Law | Compliances | Basic to Advance Excel,28677,481,categorizedusers,original,10,https://awards.topmate.io/academic-guidance
jhoom_baba,Jhoom Baba,https://static.topmate.io/vfgEkpEzDhinak4BfVkZhB.png,https://topmate.io/jhoom_baba,Academic Guidance,Placed @ Deloitte (BIG 4) | Ministry of Home Affairs | 215K + Followers Instagram & Youtube | Delhi University @9 CGPA,0,,,,11,https://awards.topmate.io/academic-guidance
imkaushk,Koushik Sarkar,https://static.topmate.io/cKx6RQeJa7ouYSCQqLZ43K.jpg,https://topmate.io/imkaushk,Education & Learning,I Speak Fluent Code | Ex-Deloitte | Ex - PWC | Career Coach | 1:1 Session |,1308150,809,categorizedusers,original,1,https://awards.topmate.io/education-learning
thisis_alaska,Nandini Sharma,https://static.topmate.io/fJpa4r45eN2EHHsNZxoZmG.jpg,https://topmate.io/thisis_alaska,Education & Learning,Delhi University Gold Medalist | Founder & CEO at The Invincible Academy | Founder at Aparajita Foundation | Career Coach & CUET Mentor | Content Creator YT & IG  : 500k+,743986,5330,categorizedusers,original,2,https://awards.topmate.io/education-learning
priyasha_crackxat,Priyasha CRACK XAT,https://topmate-staging.s3.amazonaws.com/nJpNcyqU1EWG7NhQ2mm4LX.jpeg,https://topmate.io/priyasha_crackxat,Education & Learning,,708511,18578,top400earners,original,3,https://awards.topmate.io/education-learning
mbawidabhishek,Abhishek Srivastava,https://topmate-staging.s3.ap-south-1.amazonaws.com/nekVzYLNPk5qmvrZ92mub2.jpeg,https://topmate.io/mbawidabhishek,Education & Learning,,628628,553,top400earners,original,4,https://awards.topmate.io/education-learning
all_about_cfd,All About CFD,https://static.topmate.io/vSmfAqRkj84ENFH4JcE8c8.jpg,https://topmate.io/all_about_cfd,Education & Learning,,606101,1129,top400earners,original,5,https://awards.topmate.io/education-learning
chempractice,Visdom,https://static.topmate.io/qTtepWy24mEpH3nSo7q7Ws.jpg,https://topmate.io/chempractice,Education & Learning,"I am a professional Chemical Engineer working in the oil & gas industry with over 3 years of experience.For the past 3+ years, I've been offering guidance to students/professionals in their coursework, exams, interview preparation, project",468803,378,categorizedusers,original,6,https://awards.topmate.io/education-learning
mohit_geat,Mohit Geat,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_1344b4b2-0505-4791-8893-65be760aad1f.jpeg,https://topmate.io/mohit_geat,Education & Learning,Admissions Consultant | GMAT Coach | Career Coach | McKinsey & Company | Civil Services | ISB Rank-1 | GMAT 750 | CAT 99,230681,52,categorizedusers,original,7,https://awards.topmate.io/education-learning
anshikajais,Anshika Jais,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_c876b22f-e14a-4f96-b4ca-4344c7a2dd4f.jpeg,https://topmate.io/anshikajais,Education & Learning,"Miranda House Delhi University| E-Cell, Miranda House | Unacademy | Summer Intern at IFFCO | LifeSciences | Head of Marketing | Youtube Creator",209619,1334,categorizedusers,original,8,https://awards.topmate.io/education-learning
mehreen_jan,Mehreen Jan,https://static.topmate.io/eXafFbXUk9uXjwqn5gHLeU.JPG,https://topmate.io/mehreen_jan,Education & Learning,,199656,758,top400earners,llm_haiku,9,https://awards.topmate.io/education-learning
vidyasetu,VidyaSetu,https://static.topmate.io/m4x9setEvv9EAGCBetvgf2.png,https://topmate.io/vidyasetu,Education & Learning,Educational Youtube Channel,178719,548,categorizedusers,original,10,https://awards.topmate.io/education-learning
zimom_tales,zimom _tales,https://static.topmate.io/fXLBALhoXA1rCEXjYuCsM7.jpeg,https://topmate.io/zimom_tales,Education & Learning,,134632,563,top400earners,llm_haiku,11,https://awards.topmate.io/education-learning
its_your_boy_rishi_sharma,Rishi Sharma,https://static.topmate.io/hVgPbBiWkzup95jgFRnEEH.jpg,https://topmate.io/its_your_boy_rishi_sharma,Education & Learning,,124545,167,top400earners,llm_haiku,12,https://awards.topmate.io/education-learning
dft_learning,DFT,https://static.topmate.io/cGKX4d318RBDp3dHhDiJJu.png,https://topmate.io/dft_learning,Education & Learning,,120673,1079,top400earners,original,13,https://awards.topmate.io/education-learning
imsks,Sachin Kr. Shukla,"https://topmate.io/cdn-cgi/image/width=640,quality=90/https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Sachin%20Kr.-Shukla-1704195588.jpeg",https://topmate.io/imsks,Education & Learning,Co-founder @ The Boring Education | Teacher | Full-stack Engineer,114832,635,categorizedusers,original,14,https://awards.topmate.io/education-learning
nitin_paliwal,Nitin Paliwal,https://static.topmate.io/adw7h5oV6kUn8VHG1GJpie.jpg,https://topmate.io/nitin_paliwal,Education & Learning,,105618,2823,top400earners,original,15,https://awards.topmate.io/education-learning
nishthagehija,Nishtha Gehija,https://static.topmate.io/cs3dMS4bEqcoHyKV5dT2iG.JPG,https://topmate.io/nishthagehija,Education & Learning,,104733,40,top400earners,original,16,https://awards.topmate.io/education-learning
parthsuba77,Parth Suba,https://static.topmate.io/9cDnq5ocFMKibxoeAQRrkE.jpeg,https://topmate.io/parthsuba77,Education & Learning,,104556,163,top400earners,original,17,https://awards.topmate.io/education-learning
surbhigupta,Surbhi Gupta,https://static.topmate.io/9dNf8hji6EinpW9xdC9X56.JPG,https://topmate.io/surbhigupta,Education & Learning,"Founder ‚Äì CUET MARG & Surbhi Gupta Academyüéì M.Sc. Economics | BA (H) Eco ‚Äì DRC, DU | B.Ed | 100%iler CUET Eco (2023)üß† Certified Emotional Intelligence Coach ‚Äì University of Michiganüìö CUET, CBSE, ISC, Class 11 and 12üß† Career Mentor",91995,332,categorizedusers,original,18,https://awards.topmate.io/education-learning
hemant_tulsan,Hemant Tulsan,https://static.topmate.io/icfrmEwfq226bUvVJvXrre.jpg,https://topmate.io/hemant_tulsan,Education & Learning,"IIM Kozhikode PGP | CAT'22-97.84, CAT'21- 85.5, CAT'20- 44 | 2 yrs GAP | SXC B.COM (2018-21) | YT-> Hemant Tulsan (8.6k+) | Growth@Snapsight | 14x Nationals (9 podiums), 3xCampus Finals | Hult Prize",86817,521,categorizedusers,original,19,https://awards.topmate.io/education-learning
shobitnair,Shobit Nair,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Shobit-Nair-1666350729.jpeg,https://topmate.io/shobitnair,Education & Learning,Competitive Coder | Problem Setter | Software Engineer | Educator,84390,9,categorizedusers,original,20,https://awards.topmate.io/education-learning
codewithkolin,Suman Kumar,https://static.topmate.io/2VTZ3SzS481AwMHS6SRzVG.JPG,https://topmate.io/codewithkolin,Education & Learning,,82649,698,top400earners,llm_haiku,21,https://awards.topmate.io/education-learning
ritik_prasad,Ritik Prasad,https://static.topmate.io/ek9qqW63fJ2ypEPoyLjBee.JPG,https://topmate.io/ritik_prasad,Education & Learning,,82452,145,top400earners,llm_haiku,22,https://awards.topmate.io/education-learning
abhishek_raj_permani,Abhishek Raj Permani,https://topmate-staging.s3.amazonaws.com/71ZwLigW6U2WvhFW5S4L1y.jpeg,https://topmate.io/abhishek_raj_permani,Education & Learning,Engineer. Educator. Author. Scaling AI for the real world | Samsung | Jaguar Land Rover | IIT,77808,52,categorizedusers,original,23,https://awards.topmate.io/education-learning
jobalertguru,Indian Dept Job Alert Guru,https://static.topmate.io/vMccPhqGY5TktbTyj8pHUf.png,https://topmate.io/jobalertguru,Education & Learning,,75530,620,top400earners,llm_haiku,24,https://awards.topmate.io/education-learning
anirudh_rapole,CA Anirudh Rapole,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Anirudh-Rapole-1739893305.jpeg,https://topmate.io/anirudh_rapole,Education & Learning,"Your CA + MBA mentor | CA, AIR 42 (inter)| IIMA MBA, Merit Scholar | AVP & Business Head at Open Financial Technologies (fintech unicorn) | ex-KPMG (India, Singapore, UK, Sweden)",0,,,,25,https://awards.topmate.io/education-learning
thomasguenter,Thomas Guenter,https://static.topmate.io/64sViCh3J4oh4H3JCpfyEw.jpg,https://topmate.io/thomasguenter,Finance & Banking Careers,,3981600,196,top400earners,original,1,https://awards.topmate.io/finance-banking-careers
qfc,Quantitative Finance Cohort'25,https://static.topmate.io/tCvG6Xk5K8bUpxd1S1Pqd1.jpeg,https://topmate.io/qfc,Finance & Banking Careers,Quantitative Finance Cohort is the centre of cutting edge research and learning in Quantitative Finance.,489746,46,categorizedusers,original,2,https://awards.topmate.io/finance-banking-careers
agrawal_nandini,Nandini Agrawal,https://topmate-staging.s3.ap-south-1.amazonaws.com/ivRhpH1Fvj4wLUBrL7jgCg.PNG,https://topmate.io/agrawal_nandini,Finance & Banking Careers,"Guinness Book of World Records | GIC | BCG | LinkedIn Top Voice | Dr. | India Book of Records | CA - AIR 1 | TEDx | ACCA (AIR 1, AWR 7&9)",472972,552,categorizedusers,original,3,https://awards.topmate.io/finance-banking-careers
marco_pfeiffer,Marco Pfeiffer,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_b5918b9b-e536-4b0a-92af-4128144b1cb3.jpeg,https://topmate.io/marco_pfeiffer,Finance & Banking Careers,,451769,35,top400earners,original,4,https://awards.topmate.io/finance-banking-careers
caghanshyam,GSPrime Founder CA Ghanshyam Agarwal,https://topmate-staging.s3.ap-south-1.amazonaws.com/sFjG9Th5KTWq3tvEpuzr3u.jpg,https://topmate.io/caghanshyam,Finance & Banking Careers,Hi I Am CA Ghanshyam Agarwal post qualification 5 yrs experience working in Big4 Pwc ey kpmg and top consulting firm in Audit Tax finance domains helped CA MBA finance CMA Bcom Mcom in career counseling Interview Preparation job search,346633,959,categorizedusers,original,5,https://awards.topmate.io/finance-banking-careers
amit_kumar_jha,Amit Kumar Jha,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_6feaf189-823d-47d9-bb05-c9fcc082e7d4.jpeg,https://topmate.io/amit_kumar_jha,Finance & Banking Careers,,283857,1021,top400earners,original,6,https://awards.topmate.io/finance-banking-careers
sahil_bhadviya,Sahil Bhadviya,https://static.topmate.io/gvUQ8efUD47niM3Sc6uTkk.png,https://topmate.io/sahil_bhadviya,Finance & Banking Careers,Helping Indians in their financial journey | Youtube Educator@500k+ Subsribers | SEBI Registered Research Analyst (INH000018391),241400,38,categorizedusers,original,7,https://awards.topmate.io/finance-banking-careers
amit_upadhyaya,Amit Upadhyaya,https://topmate-staging.s3.amazonaws.com/rzBNXCBgTJZgZgcPP8gSsY.jpg,https://topmate.io/amit_upadhyaya,Finance & Banking Careers,,237123,172,top400earners,original,8,https://awards.topmate.io/finance-banking-careers
ankit_lohiya,CA Ankit Lohiya,https://static.topmate.io/9HZRKNStzeevVZfBcREK4d.jpg,https://topmate.io/ankit_lohiya,Finance & Banking Careers,"CA | Mentoring CA Students, UPSC Aspirants and General Career Counselling 1:1 | 15k+ LinkedIn followers | Tax Columnist | M.Com",175838,442,categorizedusers,original,9,https://awards.topmate.io/finance-banking-careers
jeetain_kumar,"Jeetain Kumar, FMVA®",https://static.topmate.io/pfDokXoVpT4f1SAmdRcHCw.jpg,https://topmate.io/jeetain_kumar,Finance & Banking Careers,Founder and Mentor at FCP Consulting I help students & executive in finance | 75k+ | 35M+ impressions | KPMG Certified Financial Consultant | ESG & FP&A Specialist,154839,384,categorizedusers,original,10,https://awards.topmate.io/finance-banking-careers
murrali_sundar_v,Murrali Sundar V,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_1e9b33d3-d342-41ad-b910-83c1c7db5c74.jpeg,https://topmate.io/murrali_sundar_v,Finance & Banking Careers,"Payments Domain Trainer || Implemented FedNow, SEPA Instant schemes from scratch || Strong working knowledge in Fedwire, SEPA CT/DD, Cross Border Payments and ISO20022 standard messages.",127308,45,categorizedusers,original,11,https://awards.topmate.io/finance-banking-careers
shravan_pandey11,SHRAVAN PANDEY,https://static.topmate.io/byYV6HiatRB7yyy9NuU7ks.png,https://topmate.io/shravan_pandey11,Finance & Banking Careers,Credit Manager | 4+ yrs in Housing & LAP | Helping students & credit teams grow | PD & underwriting coach | AI tools trainer | Featured on LinkedIn | Hosting seminars & webinars,80671,299,categorizedusers,original,12,https://awards.topmate.io/finance-banking-careers
kshitij_anand,KSHITIJ ANAND,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_18607f1e-5900-4f7a-9f73-b25eb5f2ae75.jpeg,https://topmate.io/kshitij_anand,Finance & Banking Careers,"Meet Kshitij, your guide to quantitative finance! He is into Quant research, mathematical finance and Gen AI in Quantitative Finance.",61616,19,categorizedusers,original,13,https://awards.topmate.io/finance-banking-careers
hasan_minhal,Hasan Minhal,https://static.topmate.io/uasumfbxmysQrEb7oqghk9.jpg,https://topmate.io/hasan_minhal,Finance & Banking Careers,Private Equity and Private Credit Analyst Blackstone | üöÄ Break into Private Equity or Investment Banking | 100+ mentees placed | Top 1% on Topmate | 11k followers on LinkedIn,57822,107,categorizedusers,original,14,https://awards.topmate.io/finance-banking-careers
ganesh_trainer,Ganesh Nayak,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_0d94da44-1689-481b-a24b-83220ca531a6.jpeg,https://topmate.io/ganesh_trainer,Finance & Banking Careers,Unlocking Finance: CFA | FRM Specialist ‚Ä¢ 5000+ Students Mentored ‚Ä¢ Founder: Fintelligents ‚Ä¢ Ex Nomura ‚Ä¢ Ex Morgan Stanley ‚Ä¢ Ex Kotak,51694,50,categorizedusers,original,15,https://awards.topmate.io/finance-banking-careers
naahid_ali,Naahid Ali,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Naahid-Ali-1671439410.jpeg,https://topmate.io/naahid_ali,Finance & Banking Careers,"That finance guy, who helps you earn in Dirhams and spend in Rupees",51186,92,categorizedusers,original,16,https://awards.topmate.io/finance-banking-careers
vaibhav_jain24,"Vaibhav Jain, CFA, CMT",https://static.topmate.io/9T4cfkaekycPsnDdTWAG4m.JPG,https://topmate.io/vaibhav_jain24,Finance & Banking Careers,"A finance professional with 12+ years of experience across fields, geographies and companies",48600,12,categorizedusers,original,17,https://awards.topmate.io/finance-banking-careers
vikramaditya,Vikramaditya Taneja,https://static.topmate.io/819UN31q5TbF8VbvgELZMa.jpeg,https://topmate.io/vikramaditya,Finance & Banking Careers,"Investment Specialist @ Invest India | Formerly: NITI Aayog, EY, Ogilvy, Grant Thornton, Nykaa, Urban Company, IIM Shillong | Featured on Hindustan Times | Delhi University's 21 under 21",45000,20,categorizedusers,original,18,https://awards.topmate.io/finance-banking-careers
hiteeksha,Hiteeksha |‘Quant’ify Your Career,https://static.topmate.io/8rjnFEWnSByAJcMpb5V7dA.jpeg,https://topmate.io/hiteeksha,Finance & Banking Careers,Quant Research | Asset Management | Financial Engineering | Product Management | Consulting | Financial Risk,35419,36,categorizedusers,original,19,https://awards.topmate.io/finance-banking-careers
gaurav_sharma38,Gaurav Sharma,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_52a65aef-f652-4740-b764-d63e0baa098f.jpeg,https://topmate.io/gaurav_sharma38,Finance & Banking Careers,"Financial Planning and Analysis expert with 17+ years of experience in Corporate Finance at companies like Genpact, Infosys, Airtel, IHG etc.",33054,33,categorizedusers,original,20,https://awards.topmate.io/finance-banking-careers
pulin_aggarwal,PULIN AGGARWAL,https://static.topmate.io/nrLayuFSKAYg7zrcDQdnXX.jpeg,https://topmate.io/pulin_aggarwal,Finance & Banking Careers,Lead Business Analyst,32438,172,categorizedusers,original,21,https://awards.topmate.io/finance-banking-careers
chinmaya_amte,Chinmaya Amte (चिन्मय आमटे),https://static.topmate.io/e88x8gbfnhGYX99jxWC3wx.png,https://topmate.io/chinmaya_amte,Finance & Banking Careers,"Ex-Big4 Consultant || Valuation, Modeling, Analytics || 60K+ Followers || MS Excel (Spreadsheet) Expert || Project Finance || Trainer & Cool Mentor || Belief - Drafted solutions ‚òëÔ∏è ; Problem Talker ‚ùå",30880,84,categorizedusers,original,22,https://awards.topmate.io/finance-banking-careers
ishaan_arora,Ishaan Arora,https://static.topmate.io/g2gzUvAe6TDgt1sBrkP4UR.jpg,https://topmate.io/ishaan_arora,Finance & Banking Careers,"An entrepreneur, educator and creator who has taught over 50,000 students, help many get placed and get multiple opportunities.",0,,,,23,https://awards.topmate.io/finance-banking-careers
siddhartha_chabria,Siddhartha Chabria - Buy Side and IB,https://static.topmate.io/4yNd5inZtzKqYfiJbVo5dr.png,https://topmate.io/siddhartha_chabria,Finance & Banking Careers,Manager @ LIC Pension Fund | Ex-Investment Banker | CFA All levels  | M.Com  | CFA Exam Grader | CFA Faculty @ FPA Edutech | Industry Expert @ Motilal Oswal,0,,,,24,https://awards.topmate.io/finance-banking-careers
kanush_agrawal,Kanush Agrawal,https://static.topmate.io/7CocmkWsPA3P1HgyYjLpgP.jpeg,https://topmate.io/kanush_agrawal,Finance & Banking Careers,Revolut | Morgan Stanley (IBD) | IIT Bombay,0,,,,25,https://awards.topmate.io/finance-banking-careers
helloipsita,Ipsita Das,https://static.topmate.io/xjXqkiXkCnaskC8zu3CU5k.jpeg,https://topmate.io/helloipsita,Health & Wellness,,1196566,275,top400earners,original,1,https://awards.topmate.io/health-wellness
shikhar_chaudhary,Shikhar Chaudhary,https://static.topmate.io/9GrEjh5vfsGFpGd5kWB7ND.png,https://topmate.io/shikhar_chaudhary,Health & Wellness,,1016338,385,top400earners,original,2,https://awards.topmate.io/health-wellness
coachaksingh,Abhishek Singh,https://static.topmate.io/vywYvGsUVJv7s3LCUWGUyy.png,https://topmate.io/coachaksingh,Health & Wellness,,511755,327,top400earners,original,3,https://awards.topmate.io/health-wellness
blw_india,Riddhi Verma,https://static.topmate.io/pzEhV6ENDvY3kriCgmT2u2.JPEG,https://topmate.io/blw_india,Health & Wellness,Child Nutritionist & Behaviour Coach | Stanford Certified | Baby-Led Weaning Expert,401368,344,categorizedusers,original,4,https://awards.topmate.io/health-wellness
shambhavi0,Shambhavi,https://static.topmate.io/jigkQ8Zamcb9ecYZjwoQ6i.png,https://topmate.io/shambhavi0,Health & Wellness,Dietician | ACE Certified Personal Trainer,393275,50,categorizedusers,original,5,https://awards.topmate.io/health-wellness
dr_naveen_nagarajan,Dr. Naveen Nagarajan,https://topmate-staging.s3.amazonaws.com/kZSVFyopzVCERtaM4iJSSA.png,https://topmate.io/dr_naveen_nagarajan,Health & Wellness,,384652,945,top400earners,original,6,https://awards.topmate.io/health-wellness
mustang_rranjan,Ronit Ranjan,https://static.topmate.io/4niddNxJ5AnCmvo9EVw6bv.JPG,https://topmate.io/mustang_rranjan,Health & Wellness,,277157,247,top400earners,original,7,https://awards.topmate.io/health-wellness
bodyspeaksbetter,KANAN TANDI,https://topmate-staging.s3.ap-south-1.amazonaws.com/oGmibBs6nSYtFFBYQMXTGs.jpg,https://topmate.io/bodyspeaksbetter,Health & Wellness,,232854,237,top400earners,original,8,https://awards.topmate.io/health-wellness
aishwarya_puri,Aishwarya Puri,https://topmate-staging.s3.amazonaws.com/4GAZrJyYxK8vowD6TEbG9k.jpeg,https://topmate.io/aishwarya_puri,Health & Wellness,"Hey, I‚Äôm Aishwarya Psychologist AKA The Wise Therapist. I work with individuals and couples to help them understand their emotions and patterns. If you‚Äôre feeling stuck or overwhelmed, my sessions can help you move forward.",231944,234,categorizedusers,original,9,https://awards.topmate.io/health-wellness
divya_misra,Divya Misra,https://static.topmate.io/afC484shKbEj1niyAXfGxL.jpeg,https://topmate.io/divya_misra,Health & Wellness,,222265,75,top400earners,original,10,https://awards.topmate.io/health-wellness
agrima_awasthi,Vd Dr Agrima Awasthi,https://static.topmate.io/mG5QrYjSWpNWJUT7eTbSXk.JPG,https://topmate.io/agrima_awasthi,Health & Wellness,Ayurveda Consultant and Business Developer 10 years of experienceüìçGermany,170209,126,categorizedusers,original,11,https://awards.topmate.io/health-wellness
sarthak_kukreja,Sarthak Kukreja,https://static.topmate.io/3zW2izzn1tVgKaigLqWxBB.png,https://topmate.io/sarthak_kukreja,Health & Wellness,CERTIFIED NUTRIONIST | DIETETICS CONSULTANT | WOMEN'S HEALTH COACH,155309,581,categorizedusers,original,12,https://awards.topmate.io/health-wellness
dr_isha_singh,Dr. Isha,https://static.topmate.io/9oiUznJV13E5RiZuPysH6h.jpeg,https://topmate.io/dr_isha_singh,Health & Wellness,"BDS, MHA, Certified Nutritionist (Expert in fertility diet and counselling)Fertility  coach on a mission to help women get pregnant.",139782,217,categorizedusers,original,13,https://awards.topmate.io/health-wellness
riddhi_doshi_patel,Riddhi Doshi Patel,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_0769f2e8-53b9-42b0-8053-cf86b77012cb.jpeg,https://topmate.io/riddhi_doshi_patel,Health & Wellness,Child Psychologist & Parenting Counselor / Dance Movement Therapy Practitioner/ Founder - LAJA,119461,32,categorizedusers,original,14,https://awards.topmate.io/health-wellness
fitwithbhavika,Bhavika Agarwal,https://static.topmate.io/gJTVnX2njktcRbN2AbT8hs.jpg,https://topmate.io/fitwithbhavika,Health & Wellness,"ISSA CPT | NASM + AFAA Certified Nutritionist | Ex-national athlete | Helped  300+ clients transform with simple, sustainable fitness & nutrition.",106719,592,categorizedusers,original,15,https://awards.topmate.io/health-wellness
intimatecare,Intimate Care,https://static.topmate.io/6GYajsTgy1fJi2PjJY5u2T.jpg,https://topmate.io/intimatecare,Health & Wellness,"In a country where sex is still considered taboo, my mission is clear: to provide the education, awareness, and guidance people deserve.",106027,95,categorizedusers,original,16,https://awards.topmate.io/health-wellness
nishijain,Nishi Jain,https://static.topmate.io/pRNb7cdY3grEh1bPr6Xrbb.jpeg,https://topmate.io/nishijain,Health & Wellness,"üëâPersonal Growth & Relationship Guide‚úÖI help people become their best versions in life and love. An author and dedicated companion on your journey towards nurturing your inner self and building deep, fulfilling relationships.",105326,88,categorizedusers,original,17,https://awards.topmate.io/health-wellness
shreya_shah,Shreya Shah,https://static.topmate.io/hVGQJbHDpxUM1qqNQdCmkE.jpeg,https://topmate.io/shreya_shah,Health & Wellness,"Shreya Shah is a clinical Nutritionist and founder of Healthfuel,a firm that specializes in diet consultation.Book your consultation with Shreya Shah today",85740,79,categorizedusers,original,18,https://awards.topmate.io/health-wellness
parul_barapatre,Parul Barapatre,https://topmate-staging.s3.amazonaws.com/stJxy3zAYJZhuxMbw7i5UP.jpg,https://topmate.io/parul_barapatre,Health & Wellness,Certified Holistic Health Coach,84520,5,categorizedusers,original,19,https://awards.topmate.io/health-wellness
harsh27,Harsh Kumar | Health Coach,https://static.topmate.io/ijWCRLa7DUoYFK8a62gWZ1.png,https://topmate.io/harsh27,Health & Wellness,,83187,145,top400earners,llm_haiku,20,https://awards.topmate.io/health-wellness
dermatnow,DermatNow,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_21226a8c-aed8-4fe2-a160-391c23b67ff1.jpeg,https://topmate.io/dermatnow,Health & Wellness,"Your Skin, Our Priority.Headed byDr Sheena Majella, MD Dermatologist | Skincare & Haircare",80317,74,categorizedusers,original,21,https://awards.topmate.io/health-wellness
rayhan_rana,Rayhan Rana,https://static.topmate.io/kyP2oMHMmEEWpqw2F2rKTn.jpeg,https://topmate.io/rayhan_rana,Health & Wellness,MSc in Clinical Psychology (In progress) | Offering safe space for self-exploration.,69173,97,categorizedusers,original,22,https://awards.topmate.io/health-wellness
mulindwa_marvis,Mulindwa Marvis,https://static.topmate.io/qz2iwF1YsV7RReHn11iDeE.jpeg,https://topmate.io/mulindwa_marvis,Health & Wellness,,62011,30,top400earners,llm_haiku,23,https://awards.topmate.io/health-wellness
